"UrbanRural","Income","Race","Expenditure","KidsCount"
1,180015,1,18078.1888,3
1,26226,1,7523.8333,0
1,55000,1,7663.5221,0
1,2804,1,3237.0001,0
1,69484,1,8142.6667,0
1,16560,1,3695.6667,0
1,200600,1,12785.3335,0
1,80000,1,7988.1001,0
1,39500,1,8447.6666,0
1,18572,2,2243.8333,2
1,41100,1,22702.5001,0
1,6026,2,2229.3333,0
1,125447,1,10574.2999,0
1,290000,1,25161.6667,0
1,160466,1,18419.3332,0
1,50718,1,7487.3333,0
1,12306,1,3042,0
1,8400,4,30678.7667,1
1,19200,2,6401.5,0
1,79000,1,10869.4333,1
1,86000,1,9043.3333,2
1,106826,1,10497.9333,1
1,22690,1,6917.3333,0
1,458084,1,18166,0
1,30426,2,5242,0
1,101600,1,10136.2334,0
1,46001,1,7316.1333,2
1,18228,2,4754.3333,0
1,56000,1,9613.6667,2
1,562279,1,26593.1889,0
1,132055,1,26923.3333,0
1,107001,1,20670.6668,0
1,35250,1,8080.1667,0
1,146000,2,7742.3667,3
1,150026,2,12586.8333,0
1,95000,1,13885.3334,0
1,25626,1,9384.2667,0
1,4800,1,1766.4999,0
1,80000,1,8139.8333,0
2,2700,6,1772.6667,0
1,17190,1,4055.3333,0
1,82000,1,29866.7665,2
1,164000,1,19263.3333,1
1,8811,1,1858,0
1,4800,2,4227.1333,2
1,19416,4,4746.0333,0
1,127000,1,11650.5,0
1,107000,3,20877.0001,2
1,26400,1,6524.8334,1
1,14190,2,7355.5999,0
1,730317,1,47982.7333,2
1,900,1,5449,0
1,18000,1,6791.5,2
1,43000,1,7190.5999,0
1,34426,1,3776,0
1,145000,1,12074.2333,0
1,26527,1,3648.8333,0
1,6514,2,3927.6667,0
2,34022,1,2545.8667,0
1,187500,1,15177.5555,1
1,22000,1,2927.8333,0
1,87324,1,22195.5221,0
1,16026,1,6439.1999,0
1,18806,1,9899.3333,0
1,35000,1,4231.6667,0
1,25926,1,6345.9999,0
1,51250,1,7164.1667,0
2,8946,1,6342.6667,0
2,27034,1,8030,0
1,36000,1,3736.6667,1
2,41332,1,6361.0666,0
1,14706,2,3983.3333,0
1,920,1,5027.9999,0
1,51028,1,4167.5001,0
1,215884,1,21000.9985,0
2,21473,1,8932.1001,0
1,167000,1,6623.7667,0
1,379184,1,20671.0221,0
1,22448,2,15719.6667,3
1,57260,1,6672,3
1,80000,2,6803.0001,0
1,53252,1,4533.6667,0
1,52350,1,11192.8333,1
1,230000,1,15370.7333,0
1,26126,1,2730.3333,0
1,18052,1,4899.8333,2
1,140000,1,15294.8334,1
1,126000,1,9554.1667,0
2,105000,1,11383.8333,0
1,86600,1,8186.8334,1
1,7426,1,889.3333,0
1,25000,1,5093.0333,0
1,26750,2,5491.1667,0
1,70500,2,6673,0
1,343084,2,7750.8333,0
1,262000,1,24166.0834,0
1,105000,1,4398.3334,3
1,19566,1,1618.6667,0
1,255000,1,10581.0111,0
1,48426,1,4031.9166,0
1,2600,1,1274.6833,0
1,131200,1,7754.5333,2
1,39297,1,3135,0
1,60000,2,2710.5,0
1,7659,1,4106,4
1,63124,1,10796.6667,0
1,70000,1,10681.5944,2
1,22000,1,1862.1667,0
1,215000,1,5202,2
1,45224,2,3069.2667,0
1,191801,1,6819.75,0
1,34000,1,4649,2
1,64500,2,4520.25,3
2,19141,1,1665.8333,2
2,35971,1,3379.9167,5
1,75000,2,2982.5,0
1,128180,1,13719.4167,0
1,70100,1,2687.25,0
1,16026,2,1332,0
1,351084,1,7187.5613,0
1,148425,1,5628.7166,0
1,162000,1,12345.9167,3
1,36000,1,2308.8333,0
1,68426,2,5085.5,0
1,53350,1,2849.5,1
1,10806,2,1075.3333,0
1,18001,1,1685.7167,0
1,24200,6,2527.95,0
1,35441,1,2291.5834,0
1,275269,1,7935.4166,0
1,144200,1,8933.9166,2
2,28800,1,1474.25,0
1,7071,1,809.5,0
1,40000,1,3461,4
1,70000,1,3017,2
1,24846,1,2007,0
1,686167,1,25622.4277,2
1,64000,1,3218.1833,0
1,219264,1,1749,0
2,43708,1,2476,0
2,72000,1,12716.8334,0
1,25000,1,2014.5001,0
1,2626,1,1795,0
1,4062,1,1089.1667,0
1,13626,6,1840,0
1,25242,2,2605.8333,0
1,511479,1,17689.4611,0
1,52000,1,2635.8333,0
1,130010,1,7142.3333,0
1,2040,2,980.8167,0
1,100000,1,4398.5833,0
1,8250,1,3988.5833,1
1,94120,1,10366.0833,0
1,89000,1,4023.2501,0
2,19740,1,919.95,0
1,98000,1,4899.7166,0
1,55000,1,3779.0167,2
1,10788,1,1035.3333,0
1,468084,1,20610.5001,0
1,365784,1,9088.1778,2
1,200000,4,3222.7611,0
1,104000,2,5452.35,0
1,10820,4,751.6667,0
1,238425,1,14991.5111,0
1,50000,1,3535.0833,1
1,166100,2,6573.5833,0
1,150750,1,9062.1667,4
2,20000,2,2635.5,2
1,37104,1,3328.05,0
1,34000,1,3390.7667,1
1,40800,1,1728,0
1,13440,1,1047.8666,0
1,343084,1,20228.5111,3
1,25400,1,2285.25,1
1,27366,1,2076,0
2,4800,3,462.6667,0
1,150000,1,6550.0944,2
1,73089,1,6401.75,0
1,56000,1,3430.3667,0
1,43000,2,2834.7,1
1,1818,2,1306,0
1,90001,2,3969.4167,0
1,62500,1,3859.1667,0
1,29320,4,2898.0834,2
1,40500,1,2787.3334,0
1,277000,1,9614,0
1,130000,1,7045.8333,3
1,19428,2,2982.6667,0
2,43617,1,2650.2667,0
1,55000,1,2297.1,0
1,24754,1,4447.5834,0
1,19000,1,729.1667,0
1,31284,1,3181,0
1,35740,2,2030,0
1,30445,1,3701.6667,0
1,140000,1,31766.8333,0
1,34000,1,2742.4167,0
1,345144,1,19012.25,3
2,200500,1,8906.3333,1
1,56000,1,3896,0
1,90852,1,10463.0167,0
1,16560,1,2529.6667,0
1,102800,1,5625.0834,0
2,97500,1,3312.0833,0
1,147200,1,3447.8334,2
1,123200,2,3329.5833,0
1,93686,1,6284.6667,0
1,135000,1,13741.0167,0
1,150500,1,88775.4167,0
1,62000,1,4185.8334,0
1,23270,1,2542.4167,0
2,85460,1,5090.4166,1
1,102150,1,4087.25,3
1,9360,1,1761,0
1,567912,1,25015.3444,0
1,55000,1,2119.9,1
1,112150,1,7712.3333,0
1,66706,1,2461.6667,0
1,2267,1,3183.3333,0
1,378084,1,8702.1667,0
1,4800,1,3526.6667,0
1,130000,1,6423.0833,0
1,42572,1,5218.3333,0
1,22450,1,2311,0
1,129600,4,14117.1667,2
1,41600,1,5412,3
1,152200,1,9348.2501,0
2,19901,1,2587.25,0
1,33252,1,2587.3333,0
1,18000,1,2685.7833,4
1,43848,1,6010.2166,5
1,29282,1,2390.8333,0
1,41602,1,2858.3333,0
1,98542,1,6441.8834,0
1,77500,1,4800.6667,2
1,119437,1,4600.5,0
1,134000,1,5885.7611,0
1,34958,1,3220.5833,0
1,44100,1,7552.0667,0
1,118000,1,4112.25,0
1,8650,1,4338.1667,6
1,109000,1,6318.8667,2
1,42000,1,3099.75,0
1,72044,1,6710.0333,0
1,22800,1,2732.3333,0
1,60000,1,2513.9166,1
1,24630,2,1503.3334,0
1,36608,1,6255.0667,1
1,17598,1,1096.6667,0
1,2250,2,1512.6667,0
2,50001,1,3335.75,5
1,85000,2,5754.25,0
1,696167,1,22977.1888,2
1,2880,1,1682.6667,0
1,80000,1,8438.4166,7
1,55000,1,3453.8667,0
1,129012,1,9367.4167,3
1,31114,1,1822.9167,0
1,54000,1,2475.1667,0
1,33530,1,3339.6167,0
1,24600,2,1441.9333,0
1,15150,1,1270,0
1,52000,1,10678.4167,4
1,1296,2,2092,0
2,15954,1,980,0
1,135000,1,8060.5,0
1,26450,1,2547.75,0
1,115000,1,5314.8334,0
1,85000,1,3189.25,1
1,98000,2,6766.75,0
1,80000,1,3910.6667,2
1,23862,1,2129,0
1,32400,1,3954.3333,0
1,205000,1,9944.85,0
1,2000,1,3073.7167,0
1,32000,1,2186.3333,0
1,20717,1,6458.75,0
1,2334,1,1677.8334,0
1,59000,1,5350.1667,3
1,8610,2,2685.3333,0
2,2376,2,1362.6667,0
2,55000,1,3652.1667,1
1,49672,2,3226,0
1,55000,1,5809.3334,0
1,50000,1,5156.5,2
1,27000,1,2906.1667,0
1,10190,1,1725.4167,0
1,25000,1,3407.4167,0
1,9500,1,3636.5,1
1,97000,1,6198.0834,1
1,42426,1,7856,0
1,28074,3,1491.8333,0
1,100000,2,28675.8555,0
1,30000,2,2073.25,0
1,17826,1,2140,0
1,98000,1,3076.0833,0
1,140079,1,32324.6667,0
1,55762,1,2636.05,0
2,16711,1,2732.85,1
1,49700,1,3537.4833,0
1,40074,2,5769.6667,0
1,240000,1,10621.2611,1
1,78332,1,4606.4334,0
1,20322,1,1340.9333,0
1,82650,1,4600.9167,1
1,41000,1,4565.9333,0
1,85000,4,2588.0834,0
1,8136,2,1313.3333,0
1,98000,1,9888.761,0
1,40000,1,1397.6667,0
1,43000,1,3127.7834,0
1,53412,1,1954,0
1,22563,1,1641,0
1,1626,2,3893.0167,0
1,41000,1,2439.0333,1
1,49908,4,4317,0
1,31252,1,2122.3333,0
1,118300,1,5111.25,0
1,2880,1,651.6667,0
1,24000,2,1659.3333,0
1,84000,1,4958.8333,0
1,6000,4,1168,0
1,28000,1,3902.1667,1
1,30452,1,1248.9833,0
1,130600,1,8520.6,0
1,150800,1,9595.7611,0
1,48000,2,3467.3333,4
1,183300,1,38495.25,3
1,430084,1,8145.5,2
1,14000,1,4239.5,0
1,21630,2,2224,0
1,95000,1,5105.6667,0
1,14000,1,1160.0167,0
1,20748,1,2978.5,1
1,90000,4,3970.4167,0
1,34452,2,2760.6667,0
1,7000,1,1003.8167,0
1,122214,1,7177.6667,0
1,41966,1,2644.6667,0
1,30924,1,5032.05,3
1,37000,1,2518.5833,1
2,7000,1,3495.5833,0
1,7380,1,1647.3333,0
1,12000,1,380.8333,0
1,48000,1,6033.5,0
1,204700,2,5987.85,3
1,28166,1,1973.5833,0
1,114090,1,6324.4167,0
1,113800,1,9183.3333,1
1,76200,1,3569.1667,0
1,21000,1,3706.9167,0
1,200000,1,5772.0944,2
1,76000,1,4379.5,2
1,2500,4,5835.6666,0
2,18426,1,1652.3333,0
1,14706,1,1715.8333,0
1,38300,2,1497.4666,3
1,55000,1,2717.6333,1
1,62100,1,6905.0833,0
1,179000,1,9413.55,0
1,210000,1,65321.8333,0
1,2000,1,2166,0
1,114000,1,4227.0834,0
1,241,1,3790.3333,0
1,120500,1,6652.75,2
1,56338,1,2363.4167,0
1,21300,1,1081.6667,0
1,13200,2,2938.1667,3
1,59244,1,3294.8333,2
1,401670,1,9694.1666,0
1,236015,1,15713.5,0
1,131200,1,10943,0
1,7800,1,3786.3333,0
1,5400,1,377.75,0
1,236022,1,13958.4167,0
1,1626,2,1656.6667,0
1,38000,1,2281.5833,1
1,11826,1,2367,0
1,29586,1,2944.7,0
1,17459,1,2036.6667,0
1,245200,1,19237.3333,2
1,1268,2,1842,0
1,38826,1,3133.6667,1
1,130000,1,5728.5,0
1,28000,1,2452.1667,0
1,50000,2,2094.5833,0
1,217000,1,11458.3946,0
1,28074,1,878,0
1,52460,1,2474.7833,0
2,60000,1,2952.8333,0
1,66348,2,6961.75,0
1,391084,1,12582.9388,2
1,22412,1,2519.6667,0
1,59000,1,3256.7,0
1,39000,1,5899.2666,2
1,306000,1,14234.8555,0
1,19515,1,2421.75,0
1,76672,1,3198.5,0
2,16000,1,611.5666,5
1,14000,1,995.1667,0
1,83544,2,11976.0833,0
1,41000,2,2307.6667,0
2,17226,1,1511.3333,0
1,41289,5,1625.3333,0
1,48426,1,2877.6667,0
1,66596,1,5164.6667,0
1,108280,1,5779.9167,0
1,26620,1,3546,0
1,37937,1,5763.3333,0
1,62343,1,3196.9167,0
1,600,4,1955.8333,0
1,17094,6,1029.3333,0
1,24000,1,1471.3667,0
1,150000,1,3622.9167,0
1,70200,1,4835.5833,0
1,24000,2,2799.3333,1
1,65619,2,2855.1167,0
1,26000,5,1865.4167,0
1,208226,1,7923.75,0
1,9000,1,1768,2
1,181600,6,6159.8334,1
1,88000,1,5166,1
1,1108,1,910.8333,0
1,300953,1,30415.3334,1
1,119850,1,5083.0833,0
1,35000,1,1328.8167,0
1,24000,2,2411.9333,0
1,10968,1,1492.3333,1
1,3160,1,1112,0
1,30248,1,4566.6667,0
1,369464,1,8845.3944,2
1,78400,1,4298.1666,0
1,43000,1,1822.3667,0
1,175001,1,10875.65,0
1,24000,1,1937.2166,0
1,46800,1,3473.1666,3
1,64000,1,2340.2667,5
1,5000,1,2640.95,0
1,82000,1,5782.4166,0
1,126001,1,5025.5833,2
1,25400,1,4380.6667,0
1,28074,1,3607,0
1,105000,1,7254.75,0
1,92200,1,5354.4167,0
1,55000,1,6453.4667,0
1,504084,1,43501.5111,2
1,38052,2,1123.6667,0
1,180010,1,13423.8334,0
1,90000,2,10015.1666,1
1,24720,2,2614.4166,0
1,127200,1,4627.2333,0
1,45001,1,2381.3,1
1,383084,1,5652.6666,0
1,10700,1,668.6667,0
1,102500,1,6194.25,3
1,2353,1,2213.3333,0
1,22386,1,1980.3333,0
1,32000,1,1950,1
1,21112,1,1466.4167,0
1,34000,2,5823.4,0
1,9252,1,1064.6667,0
1,45000,4,2962.9167,2
1,100000,1,7058.4277,0
1,513284,4,7679.4277,0
1,79000,1,2918,1
2,12273,1,985.6667,0
1,28000,1,3888.5,2
1,153000,1,8423.1666,0
1,15414,1,3295.6667,0
1,37026,2,2805.3333,0
1,186000,4,6503.75,2
1,32184,1,8555.3333,0
1,36854,1,4632,0
1,60000,1,3756.8333,0
1,5500,1,2604,2
1,32226,1,3797.2,0
1,155000,2,7960.8333,0
1,45000,1,2727.0833,0
1,202200,2,14098,2
1,12275,1,1765.6667,1
1,110000,5,8147.9001,2
1,23426,1,4906.5666,0
1,118500,1,6123.3611,3
1,11370,1,2220.6667,0
1,88200,1,9371.4167,0
2,28074,1,1673.6667,0
1,260000,1,7728,0
1,135000,1,4646.25,1
1,19626,1,3607.0833,0
1,44196,1,3880.75,4
1,36000,1,2149.6667,0
1,20000,1,4339.1667,0
1,38500,1,2054.6667,1
1,1000,1,466.4167,0
1,50006,1,3157.3333,0
1,134902,1,9652.8667,0
1,34000,6,1550.35,0
1,100200,6,4149.8333,0
1,150000,1,3540.7,0
1,33252,1,2682,0
1,79000,1,3723.9166,3
1,9672,2,1175.6667,0
1,212656,4,8089.9277,0
1,103000,1,4581.2667,1
1,261916,6,9402.4166,0
1,7026,1,500,0
1,34026,1,1459.3333,0
1,3252,1,2850.0167,0
1,83526,1,2358.5833,0
1,164791,1,8732.5833,0
1,5000,1,1988.25,0
2,18000,1,2150.0833,0
1,75000,1,2350.9333,0
1,93355,1,4879.5834,0
1,70000,1,5277.7499,2
1,21000,2,2406.25,0
1,129000,1,6877.1667,2
1,28126,1,4782.25,0
1,18000,1,844.75,0
1,39400,4,2700,1
1,98000,1,2904.25,0
1,28170,1,19503,1
2,9171,6,2334,0
1,11112,1,3648,0
1,34000,4,6671.75,1
1,351084,1,53004.9999,0
1,159200,1,33227,1
2,14826,1,8418,0
1,7090,2,4410.7501,0
1,100000,1,43396.85,1
1,20228,2,4441.1999,2
1,50000,1,7511.25,0
1,78800,6,16298.0001,0
1,86200,6,16811.25,0
2,42000,2,10249.25,2
1,46500,1,7092,0
1,78000,1,11854.75,0
1,187000,1,89083.2832,0
1,59000,2,16889.5001,0
1,102000,1,16709.6999,1
1,60826,2,21165.5001,0
1,48946,1,14979.5332,1
1,146620,1,29488.9999,2
1,143164,1,25711.25,3
2,90386,1,14863.2501,0
1,85000,2,23876.7499,1
1,21966,1,8715,0
1,167435,1,37867.9999,2
1,16200,1,3122,0
1,29880,1,6473,0
1,47500,1,13742.7501,0
1,508084,1,63344.7809,4
1,56000,1,8853,1
1,25874,1,4247.75,0
1,24000,2,6773.9501,0
1,34005,1,6900.8,0
1,82844,1,17341.7501,0
1,55952,1,53523.25,0
1,373084,1,25817.0001,2
1,473234,1,63410.7477,0
1,3500,1,1221.9999,0
1,117864,1,30756.7501,0
1,15000,1,5041.0001,0
1,10368,1,5144,0
1,27623,1,6219.8501,0
1,77000,1,9775.4999,1
1,29758,4,12824.0001,0
1,136000,1,16989,1
2,82000,1,11109.4999,0
1,95552,1,16622,0
1,47000,1,9263.5002,0
1,133000,1,10177.2832,0
1,26200,1,6279.2499,0
1,44000,1,7777.5,0
1,10810,1,7081.5,0
1,22748,1,18885.75,1
1,25912,2,5513,1
1,4000,1,7598.5,2
1,16286,1,2059.5001,0
1,44668,1,29211.5333,0
1,37548,1,8934,0
1,29250,1,10721,2
1,65000,1,9061.2501,0
1,69500,1,15702.75,0
1,67892,1,12116,0
1,28358,1,6967,0
1,30000,1,6262.75,1
1,43700,1,9785.75,0
1,1626,2,4036.5,0
2,21026,1,3870,0
1,605,1,11551.7501,1
1,25100,2,12082.2499,0
1,88323,1,25059.0001,0
1,4800,1,22947.2832,5
1,32609,1,26197,0
1,7000,1,7640.2499,0
2,24018,1,6983.4999,0
1,14000,1,14688,0
1,24000,4,5932,0
1,39476,1,12853,0
1,206680,1,32203.0001,1
1,125536,1,14004.65,1
1,120000,1,15069,0
1,343084,1,24661.5001,2
1,62052,1,10279,0
1,100000,1,15203.4999,0
1,1813,1,5047,0
1,45781,1,6274,0
1,150000,1,17328.2833,0
1,90000,2,38174.2501,2
2,16636,1,34574.9999,0
1,1980,1,4399,0
1,80448,2,12810.7499,0
1,11266,1,6354,0
1,60350,1,11364.25,0
1,161300,1,19763.2832,0
1,26094,1,7451,0
1,156421,1,23732,0
1,13596,2,9272,0
1,250000,6,22298.7833,0
1,62070,1,7056.3,6
1,34000,2,9423.6999,1
1,950,1,2294.5,0
1,69384,5,10875,0
1,225000,4,47434.9332,0
1,45026,1,13600.5,0
1,13800,1,8764,0
1,14400,2,3867.5501,2
1,1850,4,11385.4999,0
1,160600,1,24957.4999,0
1,11483,1,10433,0
1,61500,1,21661.0001,0
1,65000,1,10419.2501,0
1,108000,1,18548.25,3
1,107230,1,31931.0001,0
1,24000,1,6260.3499,2
1,75000,1,16394.2832,0
1,69000,1,14276.5,1
1,26688,1,7172,0
1,1626,1,8343.75,0
1,69656,1,13616,0
1,195000,4,23566.75,0
1,32580,1,7278,0
1,37626,1,7524,0
1,75000,1,45905.0833,1
1,112000,1,14274.7499,2
1,130000,1,21871.5499,2
1,62000,4,17807.75,2
1,43000,1,12931.1,3
1,2148,1,4049.8001,2
1,30000,1,8005.75,0
1,8672,1,7983,0
1,28038,1,5124,0
1,40512,2,9237.25,0
1,57550,1,6237.0001,1
1,40000,1,7934.0501,0
1,34000,1,12186.7999,1
1,428184,1,30553.0001,0
1,75010,1,17611.65,0
1,25000,1,12532.25,2
1,1378,1,2604,0
1,143000,2,13840.1501,2
1,20810,1,4611.7499,0
1,40050,1,7586,1
1,17001,1,4853.2001,0
2,13126,1,2305.5,0
1,95200,1,11352.2501,0
1,220000,1,40163.7499,0
1,79800,1,13415.5002,0
1,16950,2,5850,0
1,64000,1,10825,2
1,47626,1,15841,0
1,56400,1,12051.6501,4
1,60000,1,9138.5,0
1,35490,1,10091,0
1,175200,1,36590.2499,0
1,21237,1,4061.2501,0
1,60000,1,15015.7499,2
1,161500,1,56400.0001,0
1,30426,1,6045.5,0
1,142000,1,27668.75,1
1,57200,1,8381.7501,0
1,1626,1,8104,0
2,200,1,11281,0
1,50000,4,9551.25,2
1,80000,4,13912.8501,0
1,43967,1,13703.9999,0
1,36852,1,8393,0
1,31676,1,7246.4999,0
1,74000,1,12139.2,0
1,23400,3,10027.5001,1
1,23768,1,6409.5,2
1,1600,1,3684,0
1,62000,1,9913.75,0
1,59068,1,8718.2501,0
1,100452,1,23822,0
1,105440,1,19041.7832,2
1,1,2,14100.6001,0
1,139000,1,18249.2501,0
1,2400,1,8520.75,1
1,407484,1,31990.5332,0
1,71874,1,14216.4999,0
1,72000,1,8849,0
1,20000,1,4813.5,0
1,34160,1,32726.0501,2
1,63000,4,16743.25,1
1,205000,1,30458.1831,0
1,10002,1,5465,0
1,170200,1,29533.2499,6
1,8700,1,5431.8999,1
2,318826,1,53367.0001,0
1,104953,1,23627.75,0
1,86900,1,12235.0001,0
1,7884,1,2812,0
2,150000,1,33254.9999,0
1,41491,1,12050,1
1,15097,1,13096,0
1,29120,2,6957.0001,0
1,34120,2,8816.5,6
1,10320,2,3013,0
1,5550,6,15161.2,2
1,30000,1,6561.75,2
1,131800,1,37866.9999,2
1,58000,2,8740.8501,3
1,28754,1,8761,0
1,88252,1,17948,0
1,51052,1,8107,0
1,82020,1,9572.25,0
1,155000,1,19887.25,1
1,1839,1,4367.25,0
1,41026,1,6826.5002,0
1,88298,1,16426.5001,0
1,150000,2,15903.7501,0
1,40000,1,6004,2
1,48000,1,12319.4999,0
1,1770,2,8047,0
1,66446,1,82881,0
1,7000,1,7533.8499,0
2,3252,1,6123,0
1,76762,4,9799.8001,2
1,116000,1,26003.7501,3
1,115200,1,10161.5001,0
1,46948,1,14129.6501,0
2,6576,1,4388,0
1,75200,1,13470.6999,0
1,26440,2,8756.7501,0
1,12852,1,18646,0
1,53930,2,7488.8501,0
1,61000,1,18841.6001,1
1,32028,1,7466,0
1,157000,1,19437.8501,1
1,296433,1,24966.0002,0
1,533084,1,63976.0641,0
1,140115,1,33246.7499,4
1,748,2,5619.4001,0
1,4604,1,8473.9999,0
1,53000,1,7057.7501,0
1,72000,1,13108,0
1,212052,1,22248,0
1,7200,1,31386.7,0
1,96894,1,15373.7501,0
1,176000,1,24404.9999,0
1,160000,1,21181.5,3
1,11158,1,6892,0
2,24450,1,3751,0
2,34000,1,11585.1501,0
1,12678,1,7871,0
1,38000,1,14856.75,0
1,95500,5,11640.0001,0
1,17302,1,5809,0
1,30025,1,6667.75,0
1,2000,3,4926,0
1,179500,1,20708.75,1
1,28074,1,7145,0
1,403084,1,48363.2171,0
1,9600,1,11498,1
1,85826,4,11330.5001,1
1,377110,1,13968.2832,0
2,64000,1,9945,0
1,500,1,3084.2501,0
1,12546,4,4926,0
1,75000,6,19803.7501,0
1,99000,1,15561.8499,1
1,23740,1,7169,0
1,235000,1,21526.5001,0
2,34839,2,9954,0
1,24560,1,5734.9999,0
1,209585,1,34095.0001,0
1,76500,1,11224.3001,1
1,80400,1,18378.9998,0
1,10852,1,9932,0
1,51800,1,8385.75,2
1,30500,1,21163.7832,2
1,59000,1,14667.4,0
1,43000,1,12039.6002,0
1,5000,1,6251,0
1,18966,1,4964.4999,0
1,45000,1,10076.7999,0
1,343084,1,48724.217,0
1,4972,1,12298,0
1,68001,3,12137.7499,2
1,112000,1,13418.75,2
1,1352,1,14524.9999,0
1,23000,2,4010.0001,0
1,70000,1,20489.9332,0
1,3252,1,9072,0
1,10000,1,9825.5,0
1,14076,2,4145,0
1,154000,1,41806.75,0
1,38000,1,10126.0999,0
1,24680,1,6485.0999,0
2,113000,1,10851.55,0
1,7000,1,13587,1
1,152559,1,16852,0
1,24016,1,7421,2
1,14586,1,3145,0
1,88476,1,19366.9999,2
1,156000,1,15221.2832,0
1,39000,2,13448.0499,1
1,59000,1,9816.5001,0
1,443084,1,24175.4999,1
1,35026,1,9050,0
1,22226,2,3775.9,0
1,39000,1,8714.0001,0
1,58000,1,12788.75,1
1,32236,1,7478,0
2,115026,1,19989.3501,2
1,2571,1,6323,0
1,348084,4,17984.75,2
1,150000,1,23248.1501,1
1,165700,1,26611.7498,0
1,250000,1,27599.2501,0
1,76001,1,40214.75,3
1,40000,1,3734,0
1,91626,1,30624.8164,1
1,120000,4,22196,2
1,88000,2,14531.2832,0
1,34000,1,6325.2501,0
1,154000,1,14841.25,0
2,23420,1,3611.65,0
1,119601,1,13250.2499,2
1,138050,1,16724.25,0
1,143000,1,16979.6,0
1,490684,1,51380.0331,0
2,88160,1,15304.7499,0
1,4300,1,6938.0001,0
1,45000,1,10978.7501,0
1,47320,2,7359.7499,2
1,54426,1,6066,0
1,72800,1,10551.9999,0
1,80000,1,13774.2501,0
1,13026,1,5306,0
1,73600,1,13271.75,2
1,120200,4,18891,0
1,16372,2,7632.0001,1
1,10998,2,2963,0
1,22048,1,11173.75,1
1,16800,1,2431,0
2,119146,1,15982.75,0
1,33170,1,11380,0
1,18066,1,5775,2
1,214870,1,24300.8001,4
1,21930,1,7974,0
1,2400,1,15346.9999,4
1,191553,1,22417.5,0
1,4384,1,14600,0
1,42328,2,7692.4999,1
1,129800,2,20689.7502,5
1,95291,1,23000.5001,0
2,49200,1,18465.2501,0
1,100000,1,26836.5,4
1,3400,1,11692,0
1,26826,1,4583,0
1,32543,1,97711,0
1,132350,4,22757.25,2
1,130000,4,29649.25,2
1,77000,1,10603.5999,0
1,61426,1,11493,0
1,138300,1,22126.4999,0
1,33300,1,13434,0
1,91000,1,9819.9499,0
1,84996,1,29859.4499,2
1,92592,1,10198.7501,0
1,17678,6,12219,0
1,14096,1,6617,0
1,265500,1,20225.5,0
1,100000,1,29423.5,0
1,19890,1,5274.5,0
1,162000,4,28265.5001,1
1,117000,1,26849.7501,0
1,85000,4,8353.7501,0
1,120000,4,12869.2832,0
1,108000,1,19893,2
1,86000,1,14333.3499,0
1,12648,1,2982.4999,0
1,150000,1,19687.0001,1
1,139000,1,22797.5002,0
1,35652,1,7237.4999,0
1,140000,1,20062.5,2
1,1100,1,3677,0
1,56000,2,10991.5,0
1,32000,1,13013.5,1
2,21426,1,6543.5,0
1,117698,1,20561.4,0
1,46097,1,4713.1501,0
1,53830,1,8656.2501,0
1,31548,6,8666.0001,0
1,32724,1,6989,0
1,23772,2,9160.5,0
1,55000,1,11850.2001,0
2,3252,1,6846,0
1,39350,1,17886.1001,3
1,36312,1,9401.8999,0
1,39000,2,11303.0001,2
1,121000,1,60736.2501,0
1,78600,1,9829.2499,0
1,92000,1,10652.7499,0
1,150000,4,27114.0999,0
1,90000,1,8583.4999,0
1,17076,1,3585,0
1,85932,1,13764,0
1,28600,1,15468.9999,2
1,102000,1,13552.9999,0
1,24000,2,8976.5499,0
1,520984,1,55822.0332,0
1,23124,1,9496.2499,0
1,4334,1,1530,0
2,132000,1,15666.5,0
1,218200,1,30787.1841,0
1,84380,1,23433.7833,2
1,54000,1,11821.75,4
1,71062,1,10945.7501,0
1,38026,2,6025.2501,0
1,170450,1,14682.2831,0
1,104000,1,16234.8501,7
1,30550,1,38422.7499,2
1,142030,3,58589.5,1
1,40200,1,6859,0
1,34484,1,26828,0
1,26928,1,6498,0
1,358084,1,13727.4998,0
1,97000,2,14381.2501,0
1,63352,1,18384,0
1,35484,1,9429,0
1,166500,1,64846.75,4
1,14058,4,4391,0
1,5200,1,13408.2499,1
1,12000,1,6677.5,0
1,35000,1,8746.5001,0
1,43000,1,14355.3,0
1,13026,1,12007,0
1,150000,1,18470.75,0
1,150000,4,15196.5332,1
1,191000,1,27812.2831,1
1,31267,1,13166.4999,0
1,30394,1,47589,0
1,34000,1,6343.4499,0
1,153300,1,41497.5,0
1,145338,1,16912.2832,0
1,26000,1,5665.4,1
1,35342,1,12039.4999,0
1,12414,2,2709,0
1,21600,1,7293.25,0
1,12426,1,3361,0
1,875005,4,64440.0639,2
1,30800,1,12188.7501,0
1,26235,1,12599,0
1,525684,1,64606.5328,0
1,19338,1,7790,0
1,180000,1,32550.7832,0
1,32328,2,11849.2501,2
2,49404,1,9785.5001,0
1,115501,1,19062.7499,0
1,62400,1,17432.2832,0
1,15786,1,4156,0
2,108472,1,10032.5001,0
1,3252,4,11364,0
1,20226,1,3584.3333,0
1,34826,1,1405.3333,0
1,88000,1,10066.4999,1
1,36000,4,12952.7333,0
1,75000,1,10137.9001,0
2,95000,1,18660.3334,0
2,76400,1,9870.0667,0
